{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-124.99034118652344
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.499052047729492
start time: 2023-11-15T18:04:50.000000000
end time: 2023-11-15T20:45:10.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
244.2000,3.1889,34.7164
245.2000,3.2105,34.7198
246.2000,3.2144,34.7171
247.2000,3.1716,34.7184
248.2000,3.1564,34.7162
249.2000,3.1820,34.7178
250.2000,3.1414,34.7195
251.2000,3.1123,34.7179
252.2000,3.1276,34.7202
253.2000,3.1012,34.7198
254.2000,3.0920,34.7207
255.2000,3.1217,34.7184
256.2000,3.1272,34.7209
257.2000,3.1031,34.7214
258.2000,3.0798,34.7227
259.2000,3.0474,34.7211
260.2000,3.0416,34.7214
261.2000,2.9963,34.7185
262.2000,2.9791,34.7171
263.2000,2.9909,34.7144
264.2000,3.0003,34.7137
265.2000,2.9768,34.7133
266.2000,3.0027,34.7147
267.2000,2.9831,34.7171
268.2000,2.9826,34.7160
269.2000,2.9585,34.7151
270.2000,2.9294,34.7169
271.2000,2.9306,34.7161
272.2000,2.8942,34.7182
273.2000,2.8675,34.7169
274.2000,2.8354,34.7150
275.2000,2.8196,34.7167
276.2000,2.7974,34.7158
277.2000,2.8253,34.7130
278.2000,2.8206,34.7147
279.2000,2.7896,34.7168
280.2000,2.7830,34.7158
281.2000,2.7744,34.7171
282.2000,2.7319,34.7147
283.2000,2.6924,34.7133
284.2000,2.6492,34.7152
285.2000,2.6429,34.7152
286.2000,2.6340,34.7169
287.2000,2.6200,34.7165
288.2000,2.6061,34.7162
289.2000,2.5807,34.7162
290.2000,2.5708,34.7163
291.2000,2.5473,34.7142
292.2000,2.5377,34.7145
293.2000,2.5078,34.7134
294.2000,2.4900,34.7129
295.2000,2.4963,34.7111
296.2000,2.4707,34.7086
297.2000,2.4321,34.7066
298.2000,2.4314,34.7084
299.2000,2.4235,34.7092
300.2000,2.4098,34.7078
301.2000,2.4014,34.7086
302.2000,2.3938,34.7071
303.2000,2.3551,34.7061
304.2000,2.3569,34.7048
305.2000,2.3430,34.7036
306.2000,2.3265,34.7063
307.2000,2.3317,34.7086
308.2000,2.3082,34.7068
309.2000,2.3074,34.7083
310.2000,2.3204,34.7072
311.2000,2.3246,34.7084
312.2000,2.3183,34.7085
313.2000,2.3373,34.7084
314.2000,2.2904,34.7069
315.2000,2.2737,34.7070
316.2000,2.2752,34.7067
317.2000,2.2585,34.7060
318.2000,2.2715,34.7069
319.2000,2.2608,34.7069
320.2000,2.2603,34.7080
321.2000,2.2688,34.7090
322.2000,2.2837,34.7099
323.2000,2.2460,34.7098
324.2000,2.2292,34.7091
325.2000,2.1990,34.7101
326.2000,2.1798,34.7095
327.2000,2.1837,34.7092
328.2000,2.1586,34.7088
329.2000,2.1556,34.7106
330.2000,2.1453,34.7097
331.2000,2.1330,34.7094
332.2000,2.1410,34.7112
333.2000,2.1168,34.7110
334.2000,2.1178,34.7102
335.2000,2.1197,34.7100
336.2000,2.0972,34.7079
337.2000,2.0751,34.7079
338.2000,2.0506,34.7084
339.2000,2.0389,34.7101
340.2000,2.0174,34.7097
341.2000,2.0199,34.7098
342.2000,2.0024,34.7078
343.2000,1.9856,34.7086
344.2000,1.9741,34.7092
345.2000,1.9698,34.7106
346.2000,1.9651,34.7085
347.2000,1.9592,34.7080
348.2000,1.9392,34.7082
349.2000,1.9384,34.7075
350.2000,1.9367,34.7086
351.2000,1.9408,34.7087
352.2000,1.9278,34.7092
353.2000,1.9265,34.7084
354.2000,1.9002,34.7076
355.2000,1.8872,34.7063
356.2000,1.8614,34.7056
357.2000,1.8604,34.7056
358.2000,1.8400,34.7068
359.2000,1.8173,34.7067
360.2000,1.8058,34.7085
361.2000,1.7793,34.7092
362.2000,1.7865,34.7081
363.2000,1.7742,34.7067
364.2000,1.7589,34.7078
365.2000,1.7657,34.7082
366.2000,1.7537,34.7090
367.2000,1.7405,34.7086
368.2000,1.7298,34.7080
369.2000,1.7048,34.7073
370.2000,1.6753,34.7073
371.2000,1.6805,34.7070
372.2000,1.6778,34.7083
373.2000,1.6686,34.7084
374.2000,1.6699,34.7071
375.2000,1.6606,34.7076
376.2000,1.6504,34.7081
377.2000,1.6195,34.7082
378.2000,1.6234,34.7087
379.2000,1.6165,34.7084
380.2000,1.6075,34.7085
381.2000,1.5969,34.7089
382.2000,1.5898,34.7077
383.2000,1.5805,34.7077
384.2000,1.5634,34.7065
385.2000,1.5584,34.7066
386.2000,1.5539,34.7074
387.2000,1.5377,34.7086
388.2000,1.5399,34.7080
389.2000,1.5258,34.7090
390.2000,1.5247,34.7085
391.2000,1.5298,34.7096
392.2000,1.5264,34.7094
393.2000,1.5257,34.7086
394.2000,1.5128,34.7096
395.2000,1.5119,34.7101
396.2000,1.4898,34.7096
397.2000,1.4775,34.7093
398.2000,1.4792,34.7097
399.2000,1.4592,34.7098
400.2000,1.4501,34.7101
401.2000,1.4434,34.7097
402.2000,1.4507,34.7087
403.2000,1.4419,34.7094
404.2000,1.4409,34.7083
405.2000,1.4355,34.7077
406.2000,1.4379,34.7087
407.2000,1.4339,34.7092
408.2000,1.4296,34.7097
409.2000,1.4262,34.7090
410.2000,1.4210,34.7082
411.2000,1.4118,34.7071
412.2000,1.4113,34.7072
413.2000,1.3987,34.7069
414.2000,1.3878,34.7067
415.2000,1.3870,34.7057
416.2000,1.3764,34.7059
417.2000,1.3816,34.7058
418.2000,1.3806,34.7050
419.2000,1.3651,34.7044
420.2000,1.3530,34.7044
421.2000,1.3462,34.7045
422.2000,1.3280,34.7043
423.2000,1.3182,34.7035
424.2000,1.3080,34.7034
425.2000,1.3104,34.7036
426.2000,1.3031,34.7038
427.2000,1.3026,34.7032
428.2000,1.2929,34.7039
429.2000,1.2886,34.7038
430.2000,1.2844,34.7029
431.2000,1.2801,34.7022
432.2000,1.2745,34.7016
433.2000,1.2651,34.7017
434.2000,1.2577,34.7016
435.2000,1.2548,34.7018
436.2000,1.2477,34.7017
437.2000,1.2372,34.7009
438.2000,1.2255,34.7011
439.2000,1.2124,34.7013
440.2000,1.2080,34.7009
441.2000,1.2031,34.7008
442.2000,1.2038,34.7013
443.2000,1.1985,34.7011
444.2000,1.1998,34.7008
445.2000,1.1929,34.7011
446.2000,1.1833,34.7012
447.2000,1.1810,34.7012
448.2000,1.1704,34.7006
449.2000,1.1674,34.7002
450.2000,1.1587,34.7000
451.2000,1.1583,34.6999
452.2000,1.1538,34.6993
453.2000,1.1458,34.6989
454.2000,1.1388,34.6990
455.2000,1.1292,34.6989
456.2000,1.1239,34.6988
457.2000,1.1204,34.6987
458.2000,1.1131,34.6987
459.2000,1.1043,34.6983
460.2000,1.0945,34.6982
461.2000,1.0922,34.6982
462.2000,1.0900,34.6981
463.2000,1.0830,34.6979
464.2000,1.0832,34.6977
465.2000,1.0768,34.6977
466.2000,1.0736,34.6972
467.2000,1.0753,34.6971
468.2000,1.0735,34.6969
469.2000,1.0737,34.6965
470.2000,1.0750,34.6963
471.2000,1.0759,34.6961
472.2000,1.0767,34.6959
473.2000,1.0737,34.6959
474.2000,1.0691,34.6959
475.2000,1.0684,34.6958
476.2000,1.0673,34.6957
477.2000,1.0666,34.6955
478.2000,1.0652,34.6954
479.2000,1.0676,34.6954
480.2000,1.0707,34.6955
481.2000,1.0723,34.6954
482.2000,1.0715,34.6954
481.2000,1.0698,34.6955
480.2000,1.0702,34.6955
479.2000,1.0675,34.6956
478.2000,1.0691,34.6955
477.2000,1.0721,34.6954
476.2000,1.0740,34.6955
475.2000,1.0776,34.6955
474.2000,1.0791,34.6957
473.2000,1.0796,34.6959
472.2000,1.0829,34.6962
471.2000,1.0839,34.6963
470.2000,1.0829,34.6966
469.2000,1.0882,34.6967
468.2000,1.0932,34.6967
467.2000,1.0957,34.6968
466.2000,1.0975,34.6972
465.2000,1.0967,34.6975
464.2000,1.1021,34.6976
463.2000,1.1071,34.6976
462.2000,1.1068,34.6977
461.2000,1.1156,34.6979
460.2000,1.1162,34.6983
459.2000,1.1217,34.6985
458.2000,1.1266,34.6985
457.2000,1.1367,34.6990
456.2000,1.1388,34.6990
455.2000,1.1483,34.6988
454.2000,1.1567,34.6991
453.2000,1.1595,34.6991
452.2000,1.1655,34.6991
451.2000,1.1663,34.6991
450.2000,1.1746,34.6992
449.2000,1.1734,34.6997
448.2000,1.1836,34.6998
447.2000,1.1833,34.7000
446.2000,1.1844,34.6997
445.2000,1.1956,34.7000
444.2000,1.1952,34.7002
443.2000,1.1971,34.7002
442.2000,1.1966,34.7003
441.2000,1.2027,34.7004
440.2000,1.2106,34.7003
439.2000,1.2238,34.7009
438.2000,1.2368,34.7007
437.2000,1.2376,34.7007
436.2000,1.2453,34.7008
435.2000,1.2485,34.7014
434.2000,1.2496,34.7020
433.2000,1.2607,34.7021
432.2000,1.2578,34.7023
431.2000,1.2722,34.7027
430.2000,1.2714,34.7027
429.2000,1.2789,34.7028
428.2000,1.2848,34.7028
427.2000,1.2869,34.7038
426.2000,1.2999,34.7039
425.2000,1.3019,34.7041
424.2000,1.3008,34.7042
423.2000,1.3063,34.7048
422.2000,1.3122,34.7056
421.2000,1.3132,34.7060
420.2000,1.3144,34.7060
419.2000,1.3213,34.7062
418.2000,1.3288,34.7068
417.2000,1.3471,34.7067
416.2000,1.3575,34.7069
415.2000,1.3596,34.7070
414.2000,1.3675,34.7071
413.2000,1.3741,34.7079
412.2000,1.3785,34.7078
411.2000,1.3906,34.7076
410.2000,1.4066,34.7072
409.2000,1.4051,34.7075
408.2000,1.4062,34.7078
407.2000,1.4024,34.7084
406.2000,1.4073,34.7084
405.2000,1.4061,34.7094
404.2000,1.4087,34.7104
403.2000,1.4123,34.7099
402.2000,1.4203,34.7103
401.2000,1.4343,34.7108
400.2000,1.4350,34.7104
399.2000,1.4541,34.7103
398.2000,1.4555,34.7097
397.2000,1.4663,34.7098
396.2000,1.4723,34.7095
395.2000,1.4758,34.7093
394.2000,1.5020,34.7084
393.2000,1.5039,34.7088
392.2000,1.4992,34.7091
391.2000,1.5118,34.7088
390.2000,1.5206,34.7090
389.2000,1.5425,34.7081
388.2000,1.5600,34.7086
387.2000,1.5625,34.7078
386.2000,1.5734,34.7083
385.2000,1.5861,34.7073
384.2000,1.5942,34.7073
383.2000,1.6046,34.7076
382.2000,1.6328,34.7075
381.2000,1.6259,34.7066
380.2000,1.6438,34.7064
379.2000,1.6607,34.7064
378.2000,1.6622,34.7058
377.2000,1.6727,34.7055
376.2000,1.6815,34.7062
375.2000,1.6804,34.7064
374.2000,1.6827,34.7075
373.2000,1.7003,34.7065
372.2000,1.7140,34.7065
371.2000,1.7076,34.7072
370.2000,1.7085,34.7086
369.2000,1.7085,34.7082
368.2000,1.7156,34.7075
367.2000,1.7349,34.7082
366.2000,1.7455,34.7087
365.2000,1.7373,34.7099
364.2000,1.7370,34.7094
363.2000,1.7264,34.7110
362.2000,1.7314,34.7105
361.2000,1.7530,34.7106
360.2000,1.7801,34.7118
359.2000,1.7857,34.7119
358.2000,1.8031,34.7126
357.2000,1.8132,34.7127
356.2000,1.8168,34.7129
355.2000,1.8339,34.7136
354.2000,1.8483,34.7154
353.2000,1.8555,34.7154
352.2000,1.8559,34.7160
351.2000,1.8580,34.7168
350.2000,1.8938,34.7171
349.2000,1.8864,34.7187
348.2000,1.9077,34.7206
347.2000,1.9273,34.7212
346.2000,1.9417,34.7200
345.2000,1.9466,34.7200
344.2000,1.9649,34.7217
343.2000,1.9684,34.7216
342.2000,1.9583,34.7213
341.2000,1.9541,34.7195
340.2000,1.9566,34.7191
339.2000,1.9617,34.7193
338.2000,1.9671,34.7189
337.2000,1.9701,34.7204
336.2000,1.9984,34.7197
335.2000,1.9835,34.7183
334.2000,1.9735,34.7183
333.2000,2.0110,34.7190
332.2000,2.0013,34.7195
331.2000,2.0002,34.7200
330.2000,2.0062,34.7195
329.2000,2.0137,34.7178
328.2000,2.0157,34.7178
327.2000,2.0300,34.7171
326.2000,2.0689,34.7167
325.2000,2.0794,34.7158
324.2000,2.1036,34.7144
323.2000,2.1095,34.7150
322.2000,2.1381,34.7159
321.2000,2.1600,34.7154
320.2000,2.1797,34.7141
319.2000,2.2024,34.7130
318.2000,2.1962,34.7141
317.2000,2.2256,34.7141
316.2000,2.2593,34.7160
315.2000,2.2845,34.7138
314.2000,2.2735,34.7155
313.2000,2.2735,34.7144
312.2000,2.2807,34.7137
311.2000,2.3218,34.7138
310.2000,2.3159,34.7134
309.2000,2.3528,34.7121
308.2000,2.3867,34.7098
307.2000,2.4058,34.7103
306.2000,2.4255,34.7087
305.2000,2.4542,34.7090
304.2000,2.4925,34.7086
303.2000,2.5010,34.7096
302.2000,2.4898,34.7107
301.2000,2.5044,34.7098
300.2000,2.4971,34.7109
299.2000,2.4968,34.7085
298.2000,2.4985,34.7075
297.2000,2.5057,34.7084
296.2000,2.5322,34.7101
295.2000,2.5532,34.7106
294.2000,2.5862,34.7101
293.2000,2.5885,34.7104
292.2000,2.6153,34.7106
291.2000,2.6434,34.7128
290.2000,2.6425,34.7135
289.2000,2.6379,34.7141
288.2000,2.6567,34.7133
287.2000,2.6962,34.7124
286.2000,2.6988,34.7125
285.2000,2.7071,34.7123
284.2000,2.7464,34.7131
283.2000,2.7758,34.7117
282.2000,2.8053,34.7146
281.2000,2.8135,34.7175
280.2000,2.8360,34.7162
279.2000,2.8369,34.7145
278.2000,2.8126,34.7132
277.2000,2.8153,34.7147
276.2000,2.8073,34.7126
275.2000,2.8116,34.7152
274.2000,2.8352,34.7157
273.2000,2.8192,34.7173
272.2000,2.8202,34.7158
271.2000,2.8294,34.7167
270.2000,2.8390,34.7161
269.2000,2.8675,34.7186
268.2000,2.8617,34.7155
267.2000,2.8808,34.7147
266.2000,2.9303,34.7135
265.2000,2.9472,34.7118
264.2000,2.9481,34.7126
263.2000,2.9234,34.7161
262.2000,2.9394,34.7179
261.2000,2.9561,34.7180
260.2000,2.9753,34.7206
259.2000,2.9618,34.7213
258.2000,2.9752,34.7197
257.2000,2.9830,34.7199
256.2000,2.9661,34.7225
255.2000,2.9881,34.7212
254.2000,3.0277,34.7208
253.2000,3.0359,34.7196
252.2000,3.0818,34.7218
251.2000,3.0844,34.7214
250.2000,3.0773,34.7198
249.2000,3.0859,34.7184
248.2000,3.0751,34.7206
247.2000,3.0545,34.7219
246.2000,3.0474,34.7211
245.2000,3.0821,34.7213
244.2000,3.0914,34.7247
243.2000,3.1092,34.7263
242.2000,3.1534,34.7280
241.2000,3.1773,34.7300
240.2000,3.1860,34.7327
239.2000,3.1584,34.7297
238.2000,3.1705,34.7301
237.2000,3.1817,34.7332
236.2000,3.1841,34.7329
235.2000,3.1933,34.7309
234.2000,3.2174,34.7287
233.2000,3.2271,34.7270
232.2000,3.2497,34.7246
231.2000,3.2635,34.7273
230.2000,3.2638,34.7257
229.2000,3.2870,34.7287
228.2000,3.2967,34.7304
227.2000,3.3516,34.7285
226.2000,3.3374,34.7325
225.2000,3.3463,34.7350
224.2000,3.3628,34.7339
223.2000,3.3389,34.7303
222.2000,3.3712,34.7300
221.2000,3.3696,34.7296
220.2000,3.3838,34.7289
219.2000,3.3714,34.7288
218.2000,3.3894,34.7264
217.2000,3.3715,34.7238
216.2000,3.4050,34.7227
215.2000,3.4242,34.7257
214.2000,3.4246,34.7249
213.2000,3.4397,34.7239
212.2000,3.4109,34.7200
211.2000,3.4302,34.7205
210.2000,3.4092,34.7229
209.2000,3.3947,34.7234
208.2000,3.4362,34.7236
207.2000,3.4372,34.7242
206.2000,3.4306,34.7251
205.2000,3.4692,34.7233
204.2000,3.4873,34.7229
203.2000,3.5145,34.7263
202.2000,3.5307,34.7226
201.2000,3.5716,34.7226
200.2000,3.6074,34.7241
199.2000,3.6372,34.7266
198.2000,3.6428,34.7302
197.2000,3.6485,34.7295
196.2000,3.6482,34.7300
195.2000,3.6478,34.7265
194.2000,3.6397,34.7279
193.2000,3.6571,34.7292
192.2000,3.6315,34.7272
191.2000,3.7007,34.7253
190.2000,3.7305,34.7259
189.2000,3.7058,34.7225
188.2000,3.6962,34.7248
187.2000,3.6969,34.7234
186.2000,3.7107,34.7241
185.2000,3.7143,34.7221
184.2000,3.7145,34.7225
183.2000,3.7642,34.7220
182.2000,3.8042,34.7207
181.2000,3.8288,34.7192
180.2000,3.8161,34.7172
179.2000,3.8217,34.7134
178.2000,3.8509,34.7155
177.2000,3.9132,34.7111
176.2000,3.9010,34.7084
175.2000,3.9489,34.7055
174.2000,3.9540,34.7049
173.2000,3.9489,34.7013
172.2000,3.9726,34.7008
171.2000,3.9812,34.6999
170.2000,3.9561,34.6975
169.2000,4.0147,34.6965
168.2000,4.0411,34.6958
167.2000,4.1026,34.6945
166.2000,4.1453,34.6934
165.2000,4.1246,34.6916
164.2000,4.2018,34.6906
163.2000,4.1975,34.6898
162.2000,4.2359,34.6865
161.2000,4.3023,34.6886
160.2000,4.3431,34.6884
159.2000,4.3455,34.6860
158.2000,4.3727,34.6853
157.2000,4.3647,34.6869
156.2000,4.3267,34.6856
155.2000,4.3623,34.6833
154.2000,4.4304,34.6834
153.2000,4.4417,34.6855
152.2000,4.4833,34.6810
151.2000,4.5197,34.6798
150.2000,4.5787,34.6787
149.2000,4.5943,34.6772
148.2000,4.6040,34.6712
147.2000,4.6577,34.6701
146.2000,4.6878,34.6690
145.2000,4.7400,34.6677
144.2000,4.8134,34.6657
143.2000,4.8167,34.6634
142.2000,4.8208,34.6601
141.2000,4.8643,34.6599
140.2000,4.9512,34.6604
139.2000,4.9634,34.6621
138.2000,5.0048,34.6590
137.2000,5.0655,34.6536
136.2000,5.0777,34.6515
135.2000,5.1314,34.6516
134.2000,5.1525,34.6535
133.2000,5.1743,34.6488
132.2000,5.2294,34.6456
131.2000,5.2381,34.6480
130.2000,5.2339,34.6432
129.2000,5.2299,34.6408
128.2000,5.3231,34.6417
127.2000,5.3069,34.6418
126.2000,5.3761,34.6418
125.2000,5.4329,34.6407
124.2000,5.5010,34.6442
123.2000,5.5267,34.6436
122.2000,5.5693,34.6461
121.2000,5.5562,34.6437
120.2000,5.5317,34.6417
119.2000,5.5180,34.6418
118.2000,5.5766,34.6424
117.2000,5.6462,34.6414
116.2000,5.6626,34.6409
115.2000,5.7626,34.6363
114.2000,5.7848,34.6353
113.2000,5.7837,34.6394
112.2000,5.7554,34.6412
111.2000,5.7796,34.6371
110.2000,5.7719,34.6321
109.2000,5.7860,34.6351
108.2000,5.8449,34.6359
107.2000,5.8759,34.6330
106.2000,5.9139,34.6351
105.2000,5.9416,34.6316
104.2000,5.9876,34.6336
103.2000,6.0049,34.6311
102.2000,6.0503,34.6259
101.2000,6.0743,34.6281
100.2000,6.1476,34.6236
99.2000,6.2072,34.6246
98.2000,6.2170,34.6232
97.2000,6.2475,34.6254
96.2000,6.3049,34.6285
95.2000,6.3316,34.6296
94.2000,6.4241,34.6285
93.2000,6.4739,34.6284
92.2000,6.5096,34.6259
91.2000,6.5453,34.6246
90.2000,6.5907,34.6273
89.2000,6.6567,34.6227
88.2000,6.7827,34.6200
87.2000,6.7782,34.6205
86.2000,6.8880,34.6178
85.2000,6.9462,34.6169
84.2000,7.0373,34.6163
83.2000,7.1642,34.6139
82.2000,7.2481,34.6084
81.2000,7.3392,34.6073
80.2000,7.4231,34.6064
79.2000,7.4956,34.6062
78.2000,7.5777,34.6060
77.2000,7.6246,34.6024
76.2000,7.6917,34.6031
75.2000,7.8229,34.6103
74.2000,7.9365,34.6115
73.2000,8.0690,34.6173
72.2000,8.1970,34.6193
71.2000,8.2798,34.6213
70.2000,8.3864,34.6255
69.2000,8.5060,34.6290
68.2000,8.5549,34.6302
67.2000,8.5691,34.6360
66.2000,8.6221,34.6420
65.2000,8.7237,34.6499
64.2000,8.8023,34.6542
63.2000,8.8736,34.6547
62.2000,8.9863,34.6631
61.2000,9.1093,34.6638
60.2000,9.1816,34.6612
59.2000,9.2670,34.6675
58.2000,9.2662,34.6735
57.2000,9.3235,34.6775
56.2000,9.3353,34.6780
