{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-124.9806900024414
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.4981038570404053
start time: 2023-11-15T20:50:20.000000000
end time: 2023-11-15T23:30:40.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
104.2000,6.2727,34.6273
103.2000,6.2825,34.6293
102.2000,6.3503,34.6289
101.2000,6.4163,34.6297
100.2000,6.3976,34.6318
99.2000,6.4073,34.6306
98.2000,6.4425,34.6294
97.2000,6.4744,34.6304
96.2000,6.5096,34.6323
95.2000,6.5505,34.6315
94.2000,6.6247,34.6317
93.2000,6.6841,34.6282
92.2000,6.7396,34.6277
91.2000,6.7621,34.6239
90.2000,6.8431,34.6226
89.2000,6.8949,34.6256
88.2000,6.9299,34.6230
87.2000,6.9317,34.6226
86.2000,6.9335,34.6209
85.2000,6.9818,34.6168
84.2000,7.1016,34.6192
83.2000,7.1492,34.6149
82.2000,7.2162,34.6138
81.2000,7.2887,34.6113
80.2000,7.3437,34.6096
79.2000,7.3493,34.6045
78.2000,7.4774,34.6011
77.2000,7.6072,34.5933
76.2000,7.7171,34.5936
75.2000,7.7334,34.6003
74.2000,7.8563,34.6007
73.2000,8.0007,34.6040
72.2000,8.0701,34.6079
71.2000,8.1071,34.6167
70.2000,8.1976,34.6248
69.2000,8.3452,34.6312
68.2000,8.4918,34.6376
67.2000,8.5095,34.6464
66.2000,8.5962,34.6510
65.2000,8.6781,34.6509
64.2000,8.7594,34.6585
63.2000,8.7442,34.6638
62.2000,8.7509,34.6691
61.2000,8.8768,34.6762
60.2000,9.0029,34.6749
59.2000,9.1141,34.6793
58.2000,9.1224,34.6811
57.2000,9.1247,34.6859
56.2000,9.2131,34.6875
55.2000,9.2521,34.6930
54.2000,9.3333,34.7006
53.2000,9.4297,34.7150
52.2000,9.6516,34.7258
51.2000,9.8384,34.7364
50.2000,10.0562,34.7539
49.2000,10.2196,34.7709
48.2000,10.4250,34.7823
47.2000,10.6477,34.7905
46.2000,10.7672,34.8010
45.2000,10.9127,34.8110
44.2000,11.0638,34.8009
43.2000,11.2094,34.7930
42.2000,11.3205,34.7870
41.2000,11.4725,34.7794
40.2000,11.6386,34.7716
39.2000,11.8279,34.7624
38.2000,11.9887,34.7505
37.2000,12.3402,34.7648
36.2000,12.6320,34.7844
35.2000,12.9771,34.7993
34.2000,13.2168,34.8228
33.2000,13.4937,34.8407
32.2000,13.8051,34.8618
31.2000,14.1020,34.8932
30.2000,14.4013,34.9351
29.2000,14.6658,34.9808
28.2000,14.9475,35.0212
27.2000,15.2612,35.0683
26.2000,15.3739,35.0817
25.2000,15.3933,35.0679
24.2000,15.4181,35.0564
23.2000,15.4024,35.0464
22.2000,15.3321,35.0353
21.2000,15.2983,35.0341
20.2000,15.2777,35.0377
19.2000,15.3434,35.0384
18.2000,15.4603,35.0523
17.2000,15.6983,35.0863
16.2000,15.9266,35.1102
15.2000,16.1812,35.1333
14.2000,16.4391,35.1527
13.2000,16.6046,35.1671
12.2000,19.1523,35.3002
11.2000,22.0080,35.4553
10.2000,24.5535,35.4537
9.2000,26.9314,35.4132
8.2000,28.5149,35.4507
7.2000,29.0947,35.3728
6.2000,28.9414,35.2733
5.2000,29.0128,35.2726
4.2000,28.9846,35.2773
3.2000,28.9787,35.2747
2.2000,28.9893,35.2788
