{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-124.96138000488281
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.4962074756622314
start time: 2023-11-16T02:21:20.000000000
end time: 2023-11-16T05:01:40.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
97.2000,6.6688,34.6306
98.2000,6.6435,34.6285
99.2000,6.6180,34.6295
100.2000,6.5588,34.6283
101.2000,6.4392,34.6270
102.2000,6.3576,34.6264
103.2000,6.2929,34.6261
104.2000,6.2521,34.6251
105.2000,6.1885,34.6230
106.2000,6.1493,34.6238
107.2000,6.0811,34.6289
108.2000,6.0262,34.6346
109.2000,5.9940,34.6395
110.2000,5.8968,34.6354
111.2000,5.8490,34.6366
112.2000,5.8524,34.6383
113.2000,5.8295,34.6406
114.2000,5.7421,34.6398
115.2000,5.7233,34.6445
116.2000,5.7237,34.6435
117.2000,5.7200,34.6435
118.2000,5.7286,34.6404
119.2000,5.7262,34.6382
120.2000,5.6850,34.6406
121.2000,5.6069,34.6420
122.2000,5.5844,34.6473
123.2000,5.6189,34.6499
124.2000,5.5867,34.6490
125.2000,5.5766,34.6490
126.2000,5.5815,34.6506
127.2000,5.5858,34.6518
128.2000,5.5717,34.6529
129.2000,5.5484,34.6537
130.2000,5.4737,34.6529
131.2000,5.4330,34.6536
132.2000,5.3687,34.6533
133.2000,5.3162,34.6490
134.2000,5.2737,34.6503
135.2000,5.2220,34.6506
136.2000,5.2030,34.6520
137.2000,5.1105,34.6532
138.2000,5.0485,34.6536
139.2000,5.0294,34.6509
140.2000,4.9439,34.6538
141.2000,4.9272,34.6530
142.2000,4.8763,34.6536
143.2000,4.7706,34.6580
144.2000,4.7031,34.6572
145.2000,4.6632,34.6617
146.2000,4.6361,34.6597
147.2000,4.5574,34.6617
148.2000,4.5357,34.6660
149.2000,4.5807,34.6650
150.2000,4.5751,34.6680
151.2000,4.5386,34.6689
152.2000,4.5281,34.6725
153.2000,4.4503,34.6753
154.2000,4.3984,34.6773
155.2000,4.4189,34.6756
156.2000,4.3931,34.6749
157.2000,4.3699,34.6805
158.2000,4.3656,34.6823
159.2000,4.3127,34.6826
160.2000,4.2820,34.6825
161.2000,4.2808,34.6826
162.2000,4.3069,34.6825
163.2000,4.2461,34.6879
164.2000,4.2034,34.6912
165.2000,4.1277,34.6947
166.2000,4.0672,34.6993
167.2000,4.0210,34.6992
168.2000,4.0293,34.7012
169.2000,4.0430,34.7014
170.2000,4.0083,34.7062
171.2000,3.9549,34.7082
172.2000,3.9750,34.7075
173.2000,3.9494,34.7120
174.2000,3.9121,34.7132
175.2000,3.8594,34.7160
176.2000,3.8401,34.7114
177.2000,3.7643,34.7090
178.2000,3.7681,34.7109
179.2000,3.7823,34.7118
180.2000,3.7804,34.7126
181.2000,3.7833,34.7128
182.2000,3.7743,34.7151
183.2000,3.7887,34.7124
184.2000,3.7751,34.7114
185.2000,3.8080,34.7122
186.2000,3.7662,34.7132
187.2000,3.7390,34.7136
188.2000,3.7570,34.7117
189.2000,3.7595,34.7098
190.2000,3.7483,34.7079
191.2000,3.7382,34.7085
192.2000,3.7171,34.7099
193.2000,3.6523,34.7089
194.2000,3.6347,34.7070
195.2000,3.6652,34.7044
196.2000,3.6413,34.7059
197.2000,3.5866,34.7038
198.2000,3.5792,34.7044
199.2000,3.5688,34.7048
200.2000,3.5522,34.7075
201.2000,3.5519,34.7101
202.2000,3.5530,34.7065
203.2000,3.5319,34.7089
204.2000,3.4829,34.7087
205.2000,3.4524,34.7059
206.2000,3.4330,34.7050
207.2000,3.4152,34.7059
208.2000,3.3939,34.7075
209.2000,3.3835,34.7062
210.2000,3.3372,34.7057
211.2000,3.3310,34.7055
212.2000,3.3181,34.7056
213.2000,3.3376,34.7063
214.2000,3.3064,34.7080
215.2000,3.3154,34.7065
216.2000,3.2637,34.7053
217.2000,3.2537,34.7060
218.2000,3.2864,34.7054
219.2000,3.2712,34.7061
220.2000,3.2435,34.7061
221.2000,3.2304,34.7044
222.2000,3.2059,34.7034
223.2000,3.2287,34.7019
224.2000,3.2454,34.7026
225.2000,3.2559,34.7025
226.2000,3.2624,34.7052
227.2000,3.2241,34.7046
228.2000,3.1960,34.7040
229.2000,3.1550,34.7055
230.2000,3.1567,34.7070
231.2000,3.1318,34.7076
232.2000,3.1241,34.7078
233.2000,3.0706,34.7105
234.2000,3.1055,34.7109
235.2000,3.1051,34.7099
236.2000,3.0706,34.7129
237.2000,3.0724,34.7142
238.2000,3.0196,34.7142
239.2000,3.0557,34.7167
240.2000,3.0453,34.7181
241.2000,3.0726,34.7172
242.2000,3.0602,34.7163
243.2000,3.0151,34.7155
244.2000,3.0042,34.7166
245.2000,3.0069,34.7170
246.2000,3.0208,34.7177
247.2000,2.9772,34.7170
248.2000,2.9777,34.7146
249.2000,2.9942,34.7133
250.2000,2.9830,34.7130
251.2000,2.9619,34.7108
252.2000,2.9497,34.7105
253.2000,2.9601,34.7119
254.2000,2.9527,34.7132
255.2000,2.9690,34.7126
256.2000,2.9613,34.7129
257.2000,2.9214,34.7134
258.2000,2.9106,34.7135
259.2000,2.9299,34.7136
260.2000,2.9388,34.7126
261.2000,2.9386,34.7124
262.2000,2.9398,34.7138
263.2000,2.9408,34.7133
264.2000,2.9283,34.7117
265.2000,2.9277,34.7128
266.2000,2.9013,34.7147
267.2000,2.8971,34.7175
268.2000,2.8888,34.7170
269.2000,2.8785,34.7182
270.2000,2.8962,34.7167
271.2000,2.8776,34.7167
272.2000,2.8369,34.7193
273.2000,2.8362,34.7211
274.2000,2.7977,34.7198
275.2000,2.8031,34.7219
276.2000,2.8153,34.7244
277.2000,2.8096,34.7229
278.2000,2.7892,34.7205
279.2000,2.7581,34.7225
280.2000,2.7292,34.7200
281.2000,2.7385,34.7203
282.2000,2.7219,34.7216
283.2000,2.7035,34.7203
284.2000,2.7080,34.7178
285.2000,2.6591,34.7167
286.2000,2.6485,34.7148
287.2000,2.6140,34.7144
288.2000,2.5945,34.7153
289.2000,2.5802,34.7130
290.2000,2.5656,34.7123
291.2000,2.5523,34.7106
292.2000,2.5469,34.7091
293.2000,2.5219,34.7090
294.2000,2.4914,34.7076
295.2000,2.5022,34.7063
296.2000,2.4826,34.7041
297.2000,2.4679,34.7031
298.2000,2.4707,34.7036
299.2000,2.4545,34.7020
300.2000,2.4530,34.6996
301.2000,2.4386,34.6990
302.2000,2.4343,34.7009
303.2000,2.4091,34.6992
304.2000,2.3761,34.7016
305.2000,2.3951,34.6993
306.2000,2.3836,34.6981
307.2000,2.3449,34.6991
308.2000,2.3391,34.7016
309.2000,2.3252,34.7045
310.2000,2.3195,34.7046
311.2000,2.3072,34.7034
312.2000,2.3269,34.7035
313.2000,2.3120,34.7038
314.2000,2.2895,34.7035
315.2000,2.2903,34.7048
316.2000,2.2590,34.7056
317.2000,2.2398,34.7046
318.2000,2.2196,34.7054
319.2000,2.2000,34.7063
320.2000,2.2130,34.7071
321.2000,2.1899,34.7076
322.2000,2.1988,34.7087
323.2000,2.1880,34.7109
324.2000,2.1850,34.7106
325.2000,2.1648,34.7105
326.2000,2.1395,34.7089
327.2000,2.1440,34.7095
328.2000,2.1596,34.7090
329.2000,2.1561,34.7087
330.2000,2.1247,34.7091
331.2000,2.1074,34.7093
332.2000,2.0750,34.7085
333.2000,2.0695,34.7059
334.2000,2.0682,34.7064
335.2000,2.0518,34.7088
336.2000,2.0691,34.7075
337.2000,2.0377,34.7092
338.2000,2.0306,34.7088
339.2000,2.0424,34.7092
340.2000,2.0134,34.7088
341.2000,2.0155,34.7106
342.2000,2.0092,34.7116
343.2000,1.9838,34.7121
344.2000,1.9948,34.7122
345.2000,1.9834,34.7115
346.2000,1.9699,34.7095
347.2000,1.9557,34.7085
348.2000,1.9533,34.7087
349.2000,1.9362,34.7094
350.2000,1.9269,34.7085
351.2000,1.9188,34.7087
352.2000,1.9153,34.7081
353.2000,1.8872,34.7084
354.2000,1.8949,34.7088
355.2000,1.8865,34.7087
356.2000,1.8549,34.7083
357.2000,1.8289,34.7098
358.2000,1.8298,34.7100
359.2000,1.8051,34.7080
360.2000,1.7877,34.7092
361.2000,1.7789,34.7082
362.2000,1.7796,34.7097
363.2000,1.7626,34.7080
364.2000,1.7733,34.7086
365.2000,1.7626,34.7081
366.2000,1.7371,34.7076
367.2000,1.7409,34.7066
368.2000,1.7217,34.7060
369.2000,1.7302,34.7065
370.2000,1.7195,34.7071
371.2000,1.7031,34.7073
372.2000,1.6782,34.7077
373.2000,1.6845,34.7075
374.2000,1.6913,34.7077
375.2000,1.6831,34.7080
376.2000,1.6737,34.7088
377.2000,1.6505,34.7092
378.2000,1.6502,34.7096
379.2000,1.6421,34.7089
380.2000,1.6397,34.7087
381.2000,1.6457,34.7090
382.2000,1.6432,34.7083
383.2000,1.6364,34.7096
384.2000,1.6085,34.7082
385.2000,1.6048,34.7079
386.2000,1.5809,34.7069
387.2000,1.5643,34.7072
388.2000,1.5691,34.7069
389.2000,1.5534,34.7061
390.2000,1.5387,34.7057
391.2000,1.5346,34.7065
392.2000,1.5151,34.7070
393.2000,1.4921,34.7068
394.2000,1.4881,34.7078
395.2000,1.4858,34.7079
396.2000,1.4791,34.7087
397.2000,1.4883,34.7084
398.2000,1.4824,34.7092
399.2000,1.4681,34.7083
400.2000,1.4647,34.7080
401.2000,1.4678,34.7085
402.2000,1.4548,34.7083
403.2000,1.4636,34.7092
404.2000,1.4700,34.7096
405.2000,1.4742,34.7083
406.2000,1.4610,34.7085
407.2000,1.4650,34.7083
408.2000,1.4570,34.7086
409.2000,1.4460,34.7085
410.2000,1.4314,34.7085
411.2000,1.4183,34.7087
412.2000,1.4044,34.7083
413.2000,1.4033,34.7092
414.2000,1.4076,34.7094
415.2000,1.3959,34.7094
416.2000,1.3968,34.7098
417.2000,1.3797,34.7089
418.2000,1.3685,34.7082
419.2000,1.3605,34.7077
420.2000,1.3654,34.7070
421.2000,1.3558,34.7072
422.2000,1.3486,34.7065
423.2000,1.3396,34.7071
424.2000,1.3270,34.7063
425.2000,1.3215,34.7056
426.2000,1.3123,34.7049
427.2000,1.3098,34.7045
428.2000,1.3039,34.7040
429.2000,1.2912,34.7044
430.2000,1.2851,34.7043
431.2000,1.2861,34.7035
432.2000,1.2889,34.7030
433.2000,1.2836,34.7033
434.2000,1.2807,34.7030
435.2000,1.2733,34.7027
436.2000,1.2583,34.7026
437.2000,1.2581,34.7020
438.2000,1.2501,34.7016
439.2000,1.2476,34.7012
440.2000,1.2468,34.7007
441.2000,1.2460,34.7007
442.2000,1.2396,34.7004
443.2000,1.2331,34.7001
444.2000,1.2227,34.7000
445.2000,1.2121,34.6999
446.2000,1.2102,34.7002
447.2000,1.2076,34.6997
448.2000,1.2059,34.6995
449.2000,1.1977,34.6992
450.2000,1.1956,34.6992
451.2000,1.1852,34.6986
452.2000,1.1740,34.6984
453.2000,1.1650,34.6983
454.2000,1.1624,34.6984
455.2000,1.1531,34.6986
456.2000,1.1466,34.6986
457.2000,1.1365,34.6985
458.2000,1.1332,34.6984
459.2000,1.1278,34.6983
460.2000,1.1242,34.6984
461.2000,1.1227,34.6983
462.2000,1.1144,34.6983
463.2000,1.1130,34.6983
464.2000,1.1071,34.6981
465.2000,1.1046,34.6978
466.2000,1.0977,34.6976
467.2000,1.0926,34.6974
468.2000,1.0878,34.6972
469.2000,1.0824,34.6969
470.2000,1.0774,34.6965
471.2000,1.0754,34.6963
472.2000,1.0711,34.6962
473.2000,1.0680,34.6961
474.2000,1.0682,34.6961
475.2000,1.0706,34.6961
476.2000,1.0726,34.6959
477.2000,1.0755,34.6956
478.2000,1.0720,34.6954
479.2000,1.0718,34.6953
480.2000,1.0663,34.6953
481.2000,1.0642,34.6954
482.2000,1.0617,34.6952
481.2000,1.0601,34.6952
480.2000,1.0610,34.6951
479.2000,1.0600,34.6951
478.2000,1.0611,34.6950
477.2000,1.0638,34.6951
476.2000,1.0625,34.6953
475.2000,1.0649,34.6953
474.2000,1.0666,34.6954
473.2000,1.0697,34.6954
472.2000,1.0697,34.6957
471.2000,1.0735,34.6958
470.2000,1.0798,34.6961
469.2000,1.0784,34.6965
468.2000,1.0812,34.6968
467.2000,1.0887,34.6972
466.2000,1.0938,34.6973
465.2000,1.1012,34.6975
464.2000,1.1042,34.6978
463.2000,1.1063,34.6982
462.2000,1.1118,34.6983
461.2000,1.1202,34.6986
460.2000,1.1271,34.6985
459.2000,1.1326,34.6987
458.2000,1.1402,34.6989
457.2000,1.1494,34.6993
456.2000,1.1572,34.6998
455.2000,1.1602,34.7001
454.2000,1.1616,34.7002
453.2000,1.1701,34.7005
452.2000,1.1744,34.7006
451.2000,1.1833,34.7011
450.2000,1.1905,34.7010
449.2000,1.2009,34.7014
448.2000,1.2049,34.7016
447.2000,1.2057,34.7019
446.2000,1.2094,34.7018
445.2000,1.2136,34.7017
444.2000,1.2257,34.7016
443.2000,1.2381,34.7020
442.2000,1.2459,34.7022
441.2000,1.2481,34.7028
440.2000,1.2551,34.7028
439.2000,1.2646,34.7026
438.2000,1.2706,34.7027
437.2000,1.2777,34.7028
436.2000,1.2879,34.7033
435.2000,1.2917,34.7033
434.2000,1.2924,34.7030
433.2000,1.3000,34.7031
432.2000,1.3087,34.7027
431.2000,1.3091,34.7029
430.2000,1.3222,34.7026
429.2000,1.3279,34.7028
428.2000,1.3350,34.7027
427.2000,1.3431,34.7032
426.2000,1.3489,34.7035
425.2000,1.3497,34.7037
424.2000,1.3548,34.7038
423.2000,1.3656,34.7039
422.2000,1.3747,34.7036
421.2000,1.3892,34.7044
420.2000,1.3984,34.7049
419.2000,1.3942,34.7046
418.2000,1.3919,34.7046
417.2000,1.4027,34.7049
416.2000,1.4108,34.7055
415.2000,1.4190,34.7054
414.2000,1.4294,34.7057
413.2000,1.4247,34.7064
412.2000,1.4204,34.7059
411.2000,1.4196,34.7065
410.2000,1.4137,34.7077
409.2000,1.4128,34.7072
408.2000,1.4193,34.7076
407.2000,1.4274,34.7071
406.2000,1.4299,34.7084
405.2000,1.4240,34.7088
404.2000,1.4310,34.7098
403.2000,1.4427,34.7088
402.2000,1.4396,34.7096
401.2000,1.4497,34.7094
400.2000,1.4488,34.7094
399.2000,1.4641,34.7096
398.2000,1.4822,34.7104
397.2000,1.4978,34.7093
396.2000,1.4975,34.7095
395.2000,1.5076,34.7093
394.2000,1.5096,34.7088
393.2000,1.5302,34.7084
392.2000,1.5389,34.7085
391.2000,1.5341,34.7082
390.2000,1.5388,34.7075
389.2000,1.5564,34.7065
388.2000,1.5509,34.7079
387.2000,1.5570,34.7068
386.2000,1.5666,34.7067
385.2000,1.5812,34.7071
384.2000,1.5859,34.7078
383.2000,1.5932,34.7084
382.2000,1.6001,34.7074
381.2000,1.6016,34.7061
380.2000,1.6047,34.7048
379.2000,1.6081,34.7062
378.2000,1.6132,34.7056
377.2000,1.6365,34.7066
376.2000,1.6474,34.7066
375.2000,1.6541,34.7067
374.2000,1.6441,34.7068
373.2000,1.6615,34.7078
372.2000,1.6789,34.7071
371.2000,1.7013,34.7077
370.2000,1.7056,34.7087
369.2000,1.6947,34.7077
368.2000,1.6975,34.7077
367.2000,1.7038,34.7093
366.2000,1.6950,34.7092
365.2000,1.6962,34.7102
364.2000,1.7202,34.7086
363.2000,1.7344,34.7093
362.2000,1.7401,34.7091
361.2000,1.7409,34.7089
360.2000,1.7331,34.7086
359.2000,1.7532,34.7097
358.2000,1.7821,34.7110
357.2000,1.7890,34.7123
356.2000,1.8078,34.7142
355.2000,1.8035,34.7144
354.2000,1.8207,34.7149
353.2000,1.8185,34.7137
352.2000,1.8372,34.7136
351.2000,1.8349,34.7143
350.2000,1.8361,34.7145
349.2000,1.8321,34.7152
348.2000,1.8538,34.7153
347.2000,1.8577,34.7147
346.2000,1.8654,34.7151
345.2000,1.8757,34.7165
344.2000,1.8778,34.7165
343.2000,1.8881,34.7160
342.2000,1.8993,34.7159
341.2000,1.9124,34.7167
340.2000,1.9461,34.7169
339.2000,1.9688,34.7183
338.2000,1.9709,34.7187
337.2000,1.9633,34.7191
336.2000,1.9822,34.7190
335.2000,1.9958,34.7175
334.2000,1.9983,34.7159
333.2000,2.0210,34.7162
332.2000,2.0456,34.7164
331.2000,2.0442,34.7156
330.2000,2.0563,34.7156
329.2000,2.0665,34.7160
328.2000,2.0605,34.7173
327.2000,2.0600,34.7151
326.2000,2.0722,34.7152
325.2000,2.0536,34.7141
324.2000,2.0529,34.7151
323.2000,2.0519,34.7168
322.2000,2.0610,34.7168
321.2000,2.0766,34.7177
320.2000,2.0882,34.7182
319.2000,2.1039,34.7165
318.2000,2.1476,34.7190
317.2000,2.1667,34.7172
316.2000,2.1764,34.7181
315.2000,2.2012,34.7160
314.2000,2.2212,34.7139
313.2000,2.2625,34.7136
312.2000,2.2669,34.7125
311.2000,2.2737,34.7116
310.2000,2.2611,34.7134
309.2000,2.2894,34.7128
308.2000,2.3038,34.7124
307.2000,2.3247,34.7119
306.2000,2.3353,34.7108
305.2000,2.3362,34.7119
304.2000,2.3393,34.7108
303.2000,2.3432,34.7125
302.2000,2.3620,34.7136
301.2000,2.3806,34.7140
300.2000,2.3983,34.7150
299.2000,2.4092,34.7139
298.2000,2.4264,34.7141
297.2000,2.4156,34.7115
296.2000,2.4097,34.7102
295.2000,2.4133,34.7117
294.2000,2.4501,34.7117
293.2000,2.4449,34.7116
292.2000,2.4464,34.7123
291.2000,2.4611,34.7141
290.2000,2.4738,34.7170
289.2000,2.4778,34.7172
288.2000,2.4802,34.7183
287.2000,2.5194,34.7217
286.2000,2.5550,34.7218
285.2000,2.5600,34.7208
284.2000,2.5607,34.7193
283.2000,2.5925,34.7200
282.2000,2.6182,34.7226
281.2000,2.6185,34.7232
280.2000,2.6236,34.7246
279.2000,2.6538,34.7239
278.2000,2.6787,34.7243
277.2000,2.6925,34.7227
276.2000,2.6976,34.7204
275.2000,2.7107,34.7208
274.2000,2.7433,34.7220
273.2000,2.7486,34.7215
272.2000,2.7843,34.7211
271.2000,2.7997,34.7222
270.2000,2.8041,34.7217
269.2000,2.8265,34.7216
268.2000,2.8187,34.7197
267.2000,2.8329,34.7177
266.2000,2.8425,34.7166
265.2000,2.8352,34.7168
264.2000,2.8756,34.7148
263.2000,2.8734,34.7132
262.2000,2.8729,34.7142
261.2000,2.8968,34.7158
260.2000,2.8816,34.7147
259.2000,2.8999,34.7154
258.2000,2.9116,34.7122
257.2000,2.9105,34.7122
256.2000,2.9268,34.7102
255.2000,2.9528,34.7122
254.2000,2.9704,34.7085
253.2000,3.0029,34.7096
252.2000,2.9957,34.7086
251.2000,2.9888,34.7067
250.2000,3.0021,34.7048
249.2000,3.0094,34.7083
248.2000,3.0693,34.7102
247.2000,3.0989,34.7075
246.2000,3.0975,34.7073
245.2000,3.0978,34.7086
244.2000,3.1145,34.7078
243.2000,3.1377,34.7095
242.2000,3.1545,34.7087
241.2000,3.2118,34.7095
240.2000,3.2130,34.7136
239.2000,3.2290,34.7125
238.2000,3.2064,34.7130
237.2000,3.2283,34.7126
236.2000,3.2160,34.7132
235.2000,3.2388,34.7134
234.2000,3.2319,34.7154
233.2000,3.2523,34.7121
232.2000,3.3025,34.7119
231.2000,3.2955,34.7092
230.2000,3.3101,34.7115
229.2000,3.3399,34.7103
228.2000,3.3691,34.7123
227.2000,3.3847,34.7126
226.2000,3.4152,34.7129
225.2000,3.4394,34.7100
224.2000,3.4138,34.7118
223.2000,3.3919,34.7122
222.2000,3.3998,34.7102
221.2000,3.4010,34.7085
220.2000,3.4319,34.7117
219.2000,3.4185,34.7119
218.2000,3.4222,34.7109
217.2000,3.4297,34.7082
216.2000,3.4417,34.7067
215.2000,3.4599,34.7075
214.2000,3.5064,34.7069
213.2000,3.4910,34.7075
212.2000,3.5083,34.7086
211.2000,3.5037,34.7058
210.2000,3.4887,34.7038
209.2000,3.5059,34.7055
208.2000,3.5070,34.7057
207.2000,3.4888,34.7057
206.2000,3.4753,34.7073
205.2000,3.4771,34.7082
204.2000,3.5152,34.7083
203.2000,3.5345,34.7087
202.2000,3.5565,34.7107
201.2000,3.5520,34.7140
200.2000,3.5262,34.7109
199.2000,3.5431,34.7124
198.2000,3.5320,34.7151
197.2000,3.5447,34.7150
196.2000,3.5694,34.7142
195.2000,3.5858,34.7118
194.2000,3.6324,34.7149
193.2000,3.6205,34.7166
192.2000,3.6494,34.7166
191.2000,3.6447,34.7177
190.2000,3.6411,34.7132
189.2000,3.6519,34.7136
188.2000,3.6659,34.7147
187.2000,3.6705,34.7171
186.2000,3.7033,34.7186
185.2000,3.7190,34.7203
184.2000,3.7324,34.7231
183.2000,3.7324,34.7246
182.2000,3.7537,34.7204
181.2000,3.7304,34.7179
180.2000,3.7118,34.7167
179.2000,3.7600,34.7145
178.2000,3.7827,34.7120
177.2000,3.7846,34.7114
176.2000,3.8423,34.7139
175.2000,3.9015,34.7106
174.2000,3.8867,34.7061
173.2000,3.9026,34.7085
172.2000,3.8925,34.7072
171.2000,3.9118,34.7088
170.2000,3.9542,34.7076
169.2000,3.9650,34.7060
168.2000,3.9855,34.7042
167.2000,3.9852,34.6993
166.2000,4.0239,34.7025
165.2000,4.0320,34.6967
164.2000,4.0950,34.6921
163.2000,4.1089,34.6880
162.2000,4.1822,34.6847
161.2000,4.1972,34.6814
160.2000,4.1964,34.6747
159.2000,4.2349,34.6707
158.2000,4.2635,34.6719
157.2000,4.2674,34.6731
156.2000,4.2360,34.6696
155.2000,4.2372,34.6711
154.2000,4.2434,34.6671
153.2000,4.3002,34.6625
152.2000,4.3527,34.6574
151.2000,4.3627,34.6563
150.2000,4.4216,34.6603
149.2000,4.4700,34.6600
148.2000,4.4528,34.6607
147.2000,4.4627,34.6587
146.2000,4.4694,34.6577
145.2000,4.5091,34.6578
144.2000,4.5383,34.6567
143.2000,4.5899,34.6567
142.2000,4.6515,34.6561
141.2000,4.6487,34.6572
140.2000,4.7095,34.6597
139.2000,4.7732,34.6583
138.2000,4.7856,34.6591
137.2000,4.8027,34.6598
136.2000,4.7954,34.6605
135.2000,4.8489,34.6585
134.2000,4.9056,34.6568
133.2000,4.9588,34.6584
132.2000,5.0141,34.6593
131.2000,4.9807,34.6601
130.2000,4.9716,34.6631
129.2000,5.0134,34.6658
128.2000,5.0287,34.6673
127.2000,5.0769,34.6667
126.2000,5.1437,34.6638
125.2000,5.1664,34.6580
124.2000,5.1862,34.6583
123.2000,5.2436,34.6556
122.2000,5.2741,34.6547
121.2000,5.3538,34.6527
120.2000,5.3759,34.6530
119.2000,5.4445,34.6509
118.2000,5.4861,34.6476
117.2000,5.5112,34.6474
116.2000,5.5099,34.6454
115.2000,5.5366,34.6496
114.2000,5.5515,34.6475
113.2000,5.6087,34.6437
112.2000,5.6645,34.6429
111.2000,5.7361,34.6429
110.2000,5.7961,34.6406
109.2000,5.8064,34.6349
108.2000,5.8423,34.6317
107.2000,5.8800,34.6279
106.2000,5.9623,34.6229
105.2000,6.0024,34.6221
104.2000,6.0726,34.6186
103.2000,6.0989,34.6208
102.2000,6.1077,34.6194
101.2000,6.1248,34.6207
100.2000,6.1763,34.6203
99.2000,6.2395,34.6246
98.2000,6.3015,34.6207
97.2000,6.3669,34.6215
96.2000,6.4259,34.6226
95.2000,6.4903,34.6240
94.2000,6.5014,34.6203
93.2000,6.6115,34.6183
92.2000,6.6359,34.6197
91.2000,6.6865,34.6193
90.2000,6.7778,34.6191
89.2000,6.9008,34.6158
88.2000,6.9676,34.6163
87.2000,7.0333,34.6160
86.2000,7.0947,34.6125
85.2000,7.1634,34.6130
84.2000,7.2232,34.6114
83.2000,7.3652,34.6115
82.2000,7.4726,34.6100
81.2000,7.5785,34.6080
80.2000,7.6720,34.6077
79.2000,7.7213,34.6030
78.2000,7.8149,34.6025
77.2000,7.9236,34.6023
76.2000,8.0069,34.5958
75.2000,8.0960,34.5976
74.2000,8.1860,34.6061
73.2000,8.2840,34.6069
72.2000,8.4090,34.6118
71.2000,8.5006,34.6175
70.2000,8.5206,34.6254
69.2000,8.6075,34.6337
68.2000,8.7251,34.6355
67.2000,8.8518,34.6375
66.2000,8.9413,34.6404
65.2000,9.0318,34.6507
64.2000,9.1486,34.6530
63.2000,9.1648,34.6538
62.2000,9.2187,34.6565
61.2000,9.3282,34.6582
60.2000,9.4792,34.6627
59.2000,9.5871,34.6643
58.2000,9.6653,34.6702
57.2000,9.7802,34.6708
56.2000,9.7719,34.6721
