{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-85.00971221923828
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.50003719329834
start time: 2023-11-01T00:00:00.000000000
end time: 2023-11-01T01:46:20.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
176.2000,3.4802,34.6767
177.2000,3.4659,34.6818
178.2000,3.4577,34.6814
179.2000,3.3677,34.6814
180.2000,3.3365,34.6871
181.2000,3.3134,34.6855
182.2000,3.2820,34.6845
183.2000,3.2954,34.6837
184.2000,3.2737,34.6856
185.2000,3.2626,34.6900
186.2000,3.2731,34.6908
187.2000,3.2232,34.6922
188.2000,3.1776,34.6922
189.2000,3.1608,34.6950
190.2000,3.1244,34.6936
191.2000,3.0609,34.6938
192.2000,3.0530,34.6935
193.2000,3.0497,34.6944
194.2000,3.0109,34.6956
195.2000,2.9773,34.6960
196.2000,2.9644,34.6976
197.2000,2.9562,34.7001
198.2000,2.9530,34.7007
199.2000,2.9863,34.7000
200.2000,2.9671,34.6972
201.2000,2.9781,34.6961
202.2000,2.9977,34.6954
203.2000,3.0231,34.6955
204.2000,3.0111,34.6912
205.2000,3.0395,34.6949
206.2000,3.0195,34.6961
207.2000,3.0413,34.6948
208.2000,3.0022,34.6977
209.2000,2.9943,34.6981
210.2000,2.9929,34.6938
211.2000,2.9685,34.6922
212.2000,2.9239,34.6913
213.2000,2.8752,34.6923
214.2000,2.8472,34.6904
215.2000,2.8476,34.6898
216.2000,2.8165,34.6923
217.2000,2.7589,34.6913
218.2000,2.7742,34.6913
219.2000,2.7533,34.6912
220.2000,2.7538,34.6897
221.2000,2.7356,34.6884
222.2000,2.7495,34.6896
223.2000,2.7244,34.6884
224.2000,2.7131,34.6896
225.2000,2.6969,34.6909
226.2000,2.6945,34.6906
227.2000,2.7091,34.6909
228.2000,2.6810,34.6923
229.2000,2.6464,34.6931
230.2000,2.6139,34.6944
231.2000,2.6020,34.6914
232.2000,2.5864,34.6904
233.2000,2.5758,34.6894
234.2000,2.5508,34.6922
235.2000,2.5287,34.6919
236.2000,2.5136,34.6928
237.2000,2.4700,34.6912
238.2000,2.4286,34.6919
239.2000,2.4131,34.6916
240.2000,2.3859,34.6926
241.2000,2.3709,34.6938
242.2000,2.3749,34.6951
243.2000,2.3644,34.6950
244.2000,2.3800,34.6930
245.2000,2.3616,34.6944
246.2000,2.3391,34.6960
247.2000,2.3078,34.6968
248.2000,2.3256,34.6983
249.2000,2.3135,34.6979
250.2000,2.3040,34.6985
251.2000,2.2709,34.6978
252.2000,2.2481,34.6981
253.2000,2.2290,34.6967
254.2000,2.2170,34.6957
255.2000,2.1807,34.6966
256.2000,2.1771,34.6944
257.2000,2.1695,34.6923
258.2000,2.1481,34.6912
259.2000,2.1262,34.6919
260.2000,2.1251,34.6915
261.2000,2.1208,34.6904
262.2000,2.1171,34.6897
263.2000,2.1147,34.6901
264.2000,2.0909,34.6901
265.2000,2.0721,34.6890
266.2000,2.0784,34.6896
267.2000,2.0637,34.6904
268.2000,2.0613,34.6911
269.2000,2.0676,34.6918
270.2000,2.0659,34.6910
271.2000,2.0660,34.6917
272.2000,2.0638,34.6925
273.2000,2.0578,34.6922
274.2000,2.0492,34.6920
275.2000,2.0252,34.6916
276.2000,2.0113,34.6932
277.2000,2.0104,34.6928
278.2000,1.9965,34.6925
279.2000,1.9715,34.6913
280.2000,1.9508,34.6922
281.2000,1.9287,34.6928
282.2000,1.9205,34.6916
283.2000,1.8988,34.6911
284.2000,1.8966,34.6896
285.2000,1.8761,34.6891
286.2000,1.8700,34.6887
287.2000,1.8612,34.6881
288.2000,1.8558,34.6875
289.2000,1.8467,34.6880
290.2000,1.8441,34.6882
291.2000,1.8309,34.6875
292.2000,1.8211,34.6874
293.2000,1.8138,34.6862
294.2000,1.7960,34.6861
295.2000,1.7912,34.6851
296.2000,1.7950,34.6840
297.2000,1.7807,34.6838
298.2000,1.7651,34.6840
299.2000,1.7525,34.6843
300.2000,1.7393,34.6842
301.2000,1.7343,34.6842
302.2000,1.7197,34.6844
303.2000,1.7131,34.6841
304.2000,1.6986,34.6831
305.2000,1.6920,34.6824
306.2000,1.6806,34.6817
307.2000,1.6721,34.6817
308.2000,1.6659,34.6815
309.2000,1.6663,34.6814
310.2000,1.6592,34.6811
311.2000,1.6504,34.6810
312.2000,1.6472,34.6809
313.2000,1.6473,34.6804
314.2000,1.6444,34.6800
315.2000,1.6391,34.6796
316.2000,1.6363,34.6791
317.2000,1.6350,34.6788
318.2000,1.6314,34.6788
319.2000,1.6327,34.6790
320.2000,1.6325,34.6791
319.2000,1.6312,34.6792
318.2000,1.6366,34.6792
317.2000,1.6324,34.6792
316.2000,1.6380,34.6794
315.2000,1.6432,34.6794
314.2000,1.6468,34.6796
313.2000,1.6467,34.6800
312.2000,1.6500,34.6805
311.2000,1.6519,34.6805
310.2000,1.6613,34.6806
309.2000,1.6644,34.6812
308.2000,1.6697,34.6813
307.2000,1.6797,34.6818
306.2000,1.6816,34.6820
305.2000,1.6833,34.6821
304.2000,1.6980,34.6820
303.2000,1.7084,34.6825
302.2000,1.7167,34.6825
301.2000,1.7268,34.6830
300.2000,1.7314,34.6840
299.2000,1.7380,34.6846
298.2000,1.7368,34.6849
297.2000,1.7514,34.6854
296.2000,1.7555,34.6855
295.2000,1.7652,34.6863
294.2000,1.7802,34.6858
293.2000,1.7931,34.6870
292.2000,1.7973,34.6865
291.2000,1.8018,34.6866
290.2000,1.8010,34.6878
289.2000,1.8038,34.6889
288.2000,1.8169,34.6884
287.2000,1.8101,34.6895
286.2000,1.8265,34.6894
285.2000,1.8400,34.6897
284.2000,1.8471,34.6899
283.2000,1.8673,34.6898
282.2000,1.8945,34.6894
281.2000,1.9017,34.6909
280.2000,1.9129,34.6901
279.2000,1.9215,34.6898
278.2000,1.9254,34.6891
277.2000,1.9416,34.6904
276.2000,1.9480,34.6898
275.2000,1.9782,34.6897
274.2000,2.0004,34.6893
273.2000,2.0156,34.6903
272.2000,2.0279,34.6910
271.2000,2.0369,34.6907
270.2000,2.0325,34.6898
269.2000,2.0377,34.6896
268.2000,2.0484,34.6902
267.2000,2.0804,34.6903
266.2000,2.0715,34.6894
265.2000,2.0794,34.6891
264.2000,2.0736,34.6914
263.2000,2.0833,34.6905
262.2000,2.0843,34.6914
261.2000,2.0997,34.6912
260.2000,2.1099,34.6919
259.2000,2.1474,34.6931
258.2000,2.1709,34.6919
257.2000,2.1689,34.6909
256.2000,2.2077,34.6921
255.2000,2.2260,34.6913
254.2000,2.2152,34.6917
253.2000,2.2227,34.6906
252.2000,2.2183,34.6919
251.2000,2.2008,34.6922
250.2000,2.2303,34.6936
249.2000,2.2470,34.6935
248.2000,2.2811,34.6961
247.2000,2.3057,34.6931
246.2000,2.3110,34.6935
245.2000,2.3197,34.6925
244.2000,2.3444,34.6902
243.2000,2.3716,34.6898
242.2000,2.3842,34.6904
241.2000,2.3824,34.6894
240.2000,2.3903,34.6894
239.2000,2.4346,34.6899
238.2000,2.4604,34.6894
237.2000,2.4781,34.6884
236.2000,2.4716,34.6884
235.2000,2.5130,34.6887
234.2000,2.5345,34.6885
233.2000,2.5637,34.6865
232.2000,2.5486,34.6868
231.2000,2.5511,34.6889
230.2000,2.5485,34.6880
229.2000,2.5742,34.6905
228.2000,2.5648,34.6921
227.2000,2.5927,34.6932
226.2000,2.6238,34.6934
225.2000,2.6202,34.6921
224.2000,2.6516,34.6924
223.2000,2.6622,34.6928
222.2000,2.6993,34.6915
221.2000,2.7011,34.6912
220.2000,2.7299,34.6926
219.2000,2.7268,34.6934
218.2000,2.7611,34.6916
217.2000,2.7773,34.6940
216.2000,2.7725,34.6938
215.2000,2.8101,34.6965
214.2000,2.8041,34.6933
213.2000,2.7974,34.6931
212.2000,2.7886,34.6898
211.2000,2.8146,34.6921
210.2000,2.8421,34.6948
209.2000,2.8648,34.6952
208.2000,2.8413,34.6952
207.2000,2.8427,34.6942
206.2000,2.8346,34.6936
205.2000,2.8683,34.6893
204.2000,2.8631,34.6857
203.2000,2.8996,34.6879
202.2000,2.9395,34.6865
201.2000,2.9427,34.6841
200.2000,2.9680,34.6834
199.2000,2.9978,34.6875
198.2000,3.0025,34.6874
197.2000,3.0034,34.6916
196.2000,3.0204,34.6895
195.2000,3.0613,34.6897
194.2000,3.0576,34.6859
193.2000,3.0361,34.6853
192.2000,3.0734,34.6848
191.2000,3.1128,34.6847
190.2000,3.1798,34.6858
189.2000,3.2052,34.6868
188.2000,3.2567,34.6872
187.2000,3.2803,34.6887
186.2000,3.2732,34.6871
185.2000,3.3176,34.6848
184.2000,3.3336,34.6791
183.2000,3.3906,34.6804
182.2000,3.4000,34.6746
181.2000,3.4406,34.6715
180.2000,3.4425,34.6688
179.2000,3.4593,34.6702
178.2000,3.5238,34.6720
177.2000,3.5887,34.6723
176.2000,3.6291,34.6703
175.2000,3.6922,34.6723
174.2000,3.7260,34.6708
173.2000,3.7503,34.6693
172.2000,3.7183,34.6643
171.2000,3.6961,34.6648
170.2000,3.7482,34.6650
169.2000,3.7642,34.6698
168.2000,3.7900,34.6650
167.2000,3.8411,34.6688
166.2000,3.8533,34.6689
165.2000,3.8723,34.6686
164.2000,3.8469,34.6715
163.2000,3.8705,34.6671
162.2000,3.9310,34.6672
161.2000,3.9299,34.6707
160.2000,3.9327,34.6704
159.2000,3.9200,34.6685
158.2000,3.9065,34.6679
157.2000,3.8910,34.6669
156.2000,3.8605,34.6686
155.2000,3.8549,34.6706
154.2000,3.9216,34.6692
153.2000,3.9724,34.6739
152.2000,3.9993,34.6728
151.2000,4.0271,34.6735
150.2000,4.0098,34.6731
149.2000,4.0557,34.6726
148.2000,4.0624,34.6746
147.2000,4.0391,34.6771
146.2000,4.0441,34.6705
145.2000,4.0298,34.6657
144.2000,4.0467,34.6711
143.2000,4.0469,34.6705
142.2000,4.1270,34.6755
141.2000,4.2199,34.6708
140.2000,4.2574,34.6669
139.2000,4.3425,34.6658
138.2000,4.3542,34.6631
137.2000,4.3618,34.6585
136.2000,4.3719,34.6573
135.2000,4.4545,34.6602
134.2000,4.4936,34.6532
133.2000,4.5301,34.6531
132.2000,4.5648,34.6528
131.2000,4.5934,34.6598
130.2000,4.6277,34.6577
129.2000,4.6289,34.6555
128.2000,4.6203,34.6530
127.2000,4.6943,34.6503
126.2000,4.7365,34.6518
125.2000,4.7668,34.6531
124.2000,4.8115,34.6511
123.2000,4.8529,34.6536
122.2000,4.8567,34.6564
121.2000,4.9471,34.6574
120.2000,5.0233,34.6537
119.2000,5.0739,34.6629
118.2000,5.1189,34.6643
117.2000,5.1792,34.6588
116.2000,5.2574,34.6565
115.2000,5.3168,34.6646
114.2000,5.4488,34.6664
113.2000,5.5428,34.6674
112.2000,5.6386,34.6729
111.2000,5.6939,34.6764
110.2000,5.6791,34.6806
109.2000,5.7958,34.6830
108.2000,5.8133,34.6868
107.2000,5.9415,34.6914
106.2000,6.0390,34.6920
105.2000,6.0683,34.6933
104.2000,6.0293,34.6903
103.2000,6.0187,34.6886
102.2000,6.0706,34.6920
101.2000,6.1760,34.6926
100.2000,6.2087,34.6876
99.2000,6.3265,34.6868
98.2000,6.4417,34.6951
97.2000,6.5151,34.6875
96.2000,6.5301,34.6830
95.2000,6.5974,34.6810
94.2000,6.6335,34.6865
93.2000,6.7698,34.6861
92.2000,6.7629,34.6827
91.2000,6.8071,34.6898
90.2000,6.8012,34.6981
89.2000,6.9075,34.7005
88.2000,6.9795,34.7068
87.2000,7.0845,34.7104
86.2000,7.1924,34.7068
85.2000,7.2874,34.7057
84.2000,7.3865,34.7102
83.2000,7.3926,34.7076
82.2000,7.3887,34.7092
81.2000,7.4845,34.7193
80.2000,7.4773,34.7170
79.2000,7.6504,34.7102
78.2000,7.6708,34.7112
77.2000,7.7089,34.7183
76.2000,7.7714,34.7202
75.2000,7.7842,34.7113
74.2000,7.8915,34.7120
73.2000,8.0285,34.7099
72.2000,8.1128,34.7099
71.2000,8.2036,34.7155
70.2000,8.2317,34.7192
69.2000,8.3605,34.7183
68.2000,8.4337,34.7124
67.2000,8.5240,34.7129
66.2000,8.6327,34.7059
65.2000,8.7437,34.7063
64.2000,8.7501,34.7056
63.2000,8.9612,34.7080
62.2000,9.0298,34.7079
61.2000,9.1886,34.7074
60.2000,9.2632,34.7084
59.2000,9.3249,34.7122
58.2000,9.3908,34.7106
57.2000,9.6121,34.7077
56.2000,9.7400,34.7040
55.2000,9.9121,34.7113
54.2000,9.9439,34.7137
53.2000,10.0411,34.7198
52.2000,10.1991,34.7204
51.2000,10.3996,34.7260
50.2000,10.5687,34.7279
49.2000,10.8251,34.7313
48.2000,10.9906,34.7352
47.2000,11.1970,34.7342
46.2000,11.3819,34.7337
45.2000,11.5713,34.7369
44.2000,11.8346,34.7341
43.2000,12.0117,34.7323
42.2000,12.2298,34.7391
41.2000,12.3966,34.7491
40.2000,12.5277,34.7458
39.2000,12.6889,34.7372
38.2000,12.7407,34.7384
37.2000,12.9580,34.7487
36.2000,13.1135,34.7571
35.2000,13.3211,34.7722
34.2000,13.4838,34.7818
33.2000,13.7690,34.7971
32.2000,13.9306,34.8182
31.2000,14.1784,34.8411
30.2000,14.3108,34.8592
29.2000,14.5776,34.8709
28.2000,14.8895,34.8898
27.2000,15.2068,34.9064
26.2000,15.3119,34.9223
25.2000,15.5776,34.9385
24.2000,15.7379,34.9662
23.2000,16.0296,34.9866
22.2000,16.2309,35.0094
21.2000,16.3629,35.0100
20.2000,16.4954,35.0104
19.2000,16.5714,35.0210
18.2000,16.6828,35.0230
17.2000,16.8234,35.0409
16.2000,16.9864,35.0543
15.2000,17.3404,35.0936
14.2000,17.8011,35.1443
13.2000,18.2657,35.1986
12.2000,18.5508,35.2210
11.2000,18.6835,35.2401
10.2000,18.8026,35.2506
9.2000,18.8828,35.2547
8.2000,19.3942,35.2739
7.2000,19.7386,35.2593
6.2000,20.2693,35.2462
5.2000,21.2622,35.2738
4.2000,22.6258,35.3261
3.2000,23.7342,35.3448
2.2000,25.2070,35.4138
