{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-124.99028778076172
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.50003719329834
start time: 2023-11-15T15:19:20.000000000
end time: 2023-11-15T17:59:40.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
378.2000,1.6483,34.7072
377.2000,1.6428,34.7075
376.2000,1.6531,34.7076
375.2000,1.6650,34.7071
374.2000,1.6708,34.7071
373.2000,1.6791,34.7066
372.2000,1.6912,34.7070
371.2000,1.7070,34.7079
370.2000,1.7255,34.7085
369.2000,1.7479,34.7089
368.2000,1.7483,34.7098
367.2000,1.7628,34.7100
366.2000,1.7597,34.7100
365.2000,1.7505,34.7100
364.2000,1.7684,34.7089
363.2000,1.7578,34.7087
362.2000,1.7475,34.7077
361.2000,1.7733,34.7066
360.2000,1.7776,34.7072
359.2000,1.7670,34.7091
358.2000,1.7914,34.7106
357.2000,1.8124,34.7106
356.2000,1.8364,34.7109
355.2000,1.8446,34.7116
354.2000,1.8488,34.7112
353.2000,1.8738,34.7114
352.2000,1.8925,34.7114
351.2000,1.9215,34.7115
350.2000,1.9431,34.7107
349.2000,1.9607,34.7114
348.2000,1.9804,34.7118
347.2000,1.9810,34.7105
346.2000,1.9905,34.7106
345.2000,1.9746,34.7098
344.2000,1.9978,34.7106
343.2000,1.9904,34.7096
342.2000,2.0181,34.7116
341.2000,2.0353,34.7129
340.2000,2.0512,34.7125
339.2000,2.0712,34.7118
338.2000,2.0759,34.7123
337.2000,2.0898,34.7121
336.2000,2.0891,34.7121
335.2000,2.1201,34.7100
334.2000,2.1404,34.7086
333.2000,2.1585,34.7100
332.2000,2.1775,34.7114
331.2000,2.1998,34.7115
330.2000,2.2271,34.7110
329.2000,2.2555,34.7111
328.2000,2.2678,34.7109
327.2000,2.2581,34.7117
326.2000,2.2540,34.7112
325.2000,2.2733,34.7111
324.2000,2.2877,34.7114
323.2000,2.2847,34.7109
322.2000,2.2757,34.7104
321.2000,2.2647,34.7109
320.2000,2.2776,34.7103
319.2000,2.2769,34.7104
318.2000,2.2893,34.7098
317.2000,2.3004,34.7080
316.2000,2.3299,34.7084
315.2000,2.3706,34.7073
314.2000,2.3709,34.7084
313.2000,2.3786,34.7112
312.2000,2.3904,34.7105
311.2000,2.4091,34.7119
310.2000,2.4017,34.7120
309.2000,2.4169,34.7117
308.2000,2.4054,34.7124
307.2000,2.4309,34.7112
306.2000,2.4716,34.7132
305.2000,2.4671,34.7122
304.2000,2.4799,34.7114
303.2000,2.4803,34.7099
302.2000,2.4824,34.7115
301.2000,2.4668,34.7115
300.2000,2.4408,34.7103
299.2000,2.4615,34.7111
298.2000,2.4683,34.7111
297.2000,2.4810,34.7116
296.2000,2.4590,34.7099
295.2000,2.4716,34.7118
294.2000,2.4568,34.7113
293.2000,2.4375,34.7131
292.2000,2.4618,34.7148
291.2000,2.4757,34.7153
290.2000,2.5002,34.7143
289.2000,2.5191,34.7112
288.2000,2.5464,34.7106
287.2000,2.5419,34.7111
286.2000,2.5404,34.7109
285.2000,2.5182,34.7111
284.2000,2.5136,34.7113
283.2000,2.5253,34.7132
282.2000,2.5222,34.7140
281.2000,2.5389,34.7136
280.2000,2.5362,34.7135
279.2000,2.5556,34.7157
278.2000,2.5878,34.7140
277.2000,2.5938,34.7142
276.2000,2.5903,34.7148
275.2000,2.6017,34.7142
274.2000,2.6087,34.7123
273.2000,2.6279,34.7117
272.2000,2.6302,34.7139
271.2000,2.6608,34.7131
270.2000,2.6929,34.7141
269.2000,2.7192,34.7135
268.2000,2.7064,34.7139
267.2000,2.6725,34.7137
266.2000,2.7142,34.7144
265.2000,2.7374,34.7147
264.2000,2.7370,34.7166
263.2000,2.7580,34.7178
262.2000,2.7895,34.7173
261.2000,2.7979,34.7157
260.2000,2.8196,34.7145
259.2000,2.8068,34.7117
258.2000,2.8103,34.7103
257.2000,2.8383,34.7089
256.2000,2.8464,34.7095
255.2000,2.8774,34.7076
254.2000,2.8955,34.7079
253.2000,2.9155,34.7078
252.2000,2.9491,34.7085
251.2000,2.9738,34.7082
250.2000,3.0180,34.7091
249.2000,3.0404,34.7077
248.2000,3.0913,34.7074
247.2000,3.1053,34.7069
246.2000,3.1456,34.7058
245.2000,3.1831,34.7074
244.2000,3.1767,34.7068
243.2000,3.1731,34.7086
242.2000,3.1806,34.7091
241.2000,3.1832,34.7110
240.2000,3.1539,34.7086
239.2000,3.1576,34.7057
238.2000,3.1729,34.7070
237.2000,3.2084,34.7059
236.2000,3.2325,34.7075
235.2000,3.2473,34.7095
234.2000,3.2445,34.7117
233.2000,3.2227,34.7136
232.2000,3.2699,34.7137
231.2000,3.2608,34.7129
230.2000,3.2901,34.7132
229.2000,3.3089,34.7131
228.2000,3.3364,34.7132
227.2000,3.3241,34.7160
226.2000,3.3654,34.7166
225.2000,3.3965,34.7191
224.2000,3.4274,34.7201
223.2000,3.4584,34.7233
222.2000,3.4570,34.7211
221.2000,3.4378,34.7218
220.2000,3.4316,34.7211
219.2000,3.4874,34.7203
218.2000,3.4792,34.7211
217.2000,3.4564,34.7217
216.2000,3.5141,34.7258
215.2000,3.5354,34.7289
214.2000,3.5111,34.7284
213.2000,3.4866,34.7310
212.2000,3.5202,34.7285
211.2000,3.5135,34.7259
210.2000,3.5464,34.7259
209.2000,3.5728,34.7267
208.2000,3.5668,34.7289
207.2000,3.5679,34.7293
206.2000,3.5493,34.7279
205.2000,3.5417,34.7285
204.2000,3.5728,34.7279
203.2000,3.5437,34.7252
202.2000,3.5092,34.7273
201.2000,3.5081,34.7247
200.2000,3.4704,34.7250
199.2000,3.4701,34.7204
198.2000,3.4612,34.7242
197.2000,3.4399,34.7196
196.2000,3.4758,34.7207
195.2000,3.5026,34.7211
194.2000,3.4845,34.7218
193.2000,3.5295,34.7214
192.2000,3.5565,34.7164
191.2000,3.5761,34.7115
190.2000,3.6039,34.7103
189.2000,3.6171,34.7117
188.2000,3.6707,34.7132
187.2000,3.6722,34.7149
186.2000,3.7297,34.7110
185.2000,3.7556,34.7073
184.2000,3.7218,34.7064
183.2000,3.7450,34.7055
182.2000,3.7225,34.7075
181.2000,3.7474,34.7047
180.2000,3.7741,34.7056
179.2000,3.8285,34.7071
178.2000,3.8505,34.7071
177.2000,3.8739,34.7084
176.2000,3.9109,34.7082
175.2000,3.8893,34.7116
174.2000,3.8672,34.7077
173.2000,3.9285,34.7078
172.2000,3.9598,34.7037
171.2000,3.9799,34.7022
170.2000,4.0226,34.7011
169.2000,4.0493,34.6993
168.2000,4.0227,34.7022
167.2000,4.0376,34.7038
166.2000,4.0862,34.7025
165.2000,4.1464,34.6979
164.2000,4.1810,34.6963
163.2000,4.2565,34.6957
162.2000,4.2540,34.6933
161.2000,4.2345,34.6930
160.2000,4.2595,34.6929
159.2000,4.2952,34.6939
158.2000,4.3021,34.6943
157.2000,4.3908,34.6945
156.2000,4.3664,34.6929
155.2000,4.3940,34.6907
154.2000,4.4507,34.6862
153.2000,4.4587,34.6869
152.2000,4.4902,34.6813
151.2000,4.5714,34.6802
150.2000,4.6262,34.6820
149.2000,4.6938,34.6814
148.2000,4.6734,34.6833
147.2000,4.7138,34.6804
146.2000,4.7749,34.6751
145.2000,4.7730,34.6753
144.2000,4.8188,34.6729
143.2000,4.8202,34.6685
142.2000,4.8894,34.6722
141.2000,4.9459,34.6739
140.2000,4.9541,34.6703
139.2000,4.9669,34.6667
138.2000,4.9668,34.6701
137.2000,4.9931,34.6694
136.2000,5.0486,34.6647
135.2000,5.1147,34.6600
134.2000,5.1726,34.6597
133.2000,5.1570,34.6558
132.2000,5.2154,34.6536
131.2000,5.2317,34.6529
130.2000,5.2837,34.6542
129.2000,5.3318,34.6529
128.2000,5.3762,34.6570
127.2000,5.4197,34.6566
126.2000,5.4821,34.6554
125.2000,5.5143,34.6544
124.2000,5.5683,34.6519
123.2000,5.5666,34.6532
122.2000,5.5849,34.6543
121.2000,5.6413,34.6488
120.2000,5.6619,34.6487
119.2000,5.7058,34.6501
118.2000,5.7789,34.6493
117.2000,5.8158,34.6463
116.2000,5.8500,34.6448
115.2000,5.8746,34.6451
114.2000,5.9487,34.6446
113.2000,5.9715,34.6467
112.2000,5.9870,34.6504
111.2000,5.9881,34.6553
110.2000,6.0578,34.6528
109.2000,6.0822,34.6581
108.2000,6.1550,34.6592
107.2000,6.2270,34.6616
106.2000,6.2288,34.6600
105.2000,6.2968,34.6554
104.2000,6.3591,34.6546
103.2000,6.4109,34.6531
102.2000,6.4494,34.6548
101.2000,6.4482,34.6555
100.2000,6.5513,34.6541
99.2000,6.5330,34.6542
98.2000,6.5744,34.6557
97.2000,6.6157,34.6588
96.2000,6.6438,34.6591
95.2000,6.7228,34.6606
94.2000,6.6949,34.6556
93.2000,6.7574,34.6520
92.2000,6.8390,34.6543
91.2000,6.9323,34.6534
90.2000,7.0323,34.6532
89.2000,7.1443,34.6512
88.2000,7.2380,34.6446
87.2000,7.3088,34.6414
86.2000,7.3479,34.6378
85.2000,7.4461,34.6352
84.2000,7.4569,34.6335
83.2000,7.5689,34.6293
82.2000,7.6267,34.6240
81.2000,7.6973,34.6236
80.2000,7.7017,34.6199
79.2000,7.7963,34.6192
78.2000,7.9029,34.6164
77.2000,7.9269,34.6145
76.2000,8.0097,34.6142
75.2000,8.1245,34.6177
74.2000,8.2040,34.6232
73.2000,8.3094,34.6267
72.2000,8.4289,34.6271
71.2000,8.5373,34.6271
70.2000,8.5848,34.6339
69.2000,8.6862,34.6440
68.2000,8.7037,34.6511
67.2000,8.8127,34.6583
66.2000,8.8241,34.6619
65.2000,8.8981,34.6657
64.2000,8.9910,34.6699
63.2000,9.0320,34.6670
62.2000,9.0710,34.6724
61.2000,9.1124,34.6692
60.2000,9.1899,34.6719
59.2000,9.2505,34.6751
58.2000,9.3382,34.6796
57.2000,9.4151,34.6842
56.2000,9.4641,34.6878
