{'axis': 'X', 'long_name': '', 'standard_name': 'longitude', 'units': 'degrees_east'}
-124.99028778076172
{'axis': 'Y', 'long_name': '', 'standard_name': 'latitude', 'units': 'degrees_north'}
-2.50003719329834
start time: 2023-11-15T15:19:20.000000000
end time: 2023-11-15T17:59:40.000000000
'pressure [hPa]','temperature [degC]', 'salinity [g kg-1]'
55.2000,9.4425,34.6852
54.2000,9.4887,34.6831
53.2000,9.6582,34.6889
52.2000,9.8075,34.6987
51.2000,9.9920,34.7071
50.2000,10.1282,34.7116
49.2000,10.2580,34.7242
48.2000,10.4388,34.7382
47.2000,10.5618,34.7495
46.2000,10.7348,34.7617
45.2000,10.8038,34.7662
44.2000,10.8964,34.7559
43.2000,11.0496,34.7482
42.2000,11.2010,34.7421
41.2000,11.2962,34.7340
40.2000,11.4555,34.7345
39.2000,11.5923,34.7347
38.2000,11.7315,34.7312
37.2000,12.0798,34.7513
36.2000,12.4816,34.7702
35.2000,12.7425,34.7892
34.2000,13.0322,34.8116
33.2000,13.3353,34.8360
32.2000,13.6936,34.8601
31.2000,13.9821,34.8926
30.2000,14.3096,34.9337
29.2000,14.6475,34.9781
28.2000,14.9208,35.0170
27.2000,15.2212,35.0556
26.2000,15.3794,35.0797
25.2000,15.3698,35.0628
24.2000,15.3915,35.0468
23.2000,15.3258,35.0392
22.2000,15.3413,35.0269
21.2000,15.3287,35.0254
20.2000,15.3938,35.0277
19.2000,15.4301,35.0291
18.2000,15.5659,35.0379
17.2000,15.8214,35.0664
16.2000,16.0628,35.0880
15.2000,16.3005,35.1113
14.2000,16.5180,35.1252
13.2000,16.7872,35.1448
12.2000,19.2195,35.2776
11.2000,21.9112,35.4269
10.2000,24.3515,35.4370
9.2000,26.7037,35.4032
8.2000,28.5430,35.4410
7.2000,29.3061,35.3610
6.2000,29.2218,35.2591
5.2000,29.2010,35.2621
4.2000,29.1277,35.2671
3.2000,29.1216,35.2728
2.2000,29.1007,35.2732
